AX,AY,AZ,GX,GY,GZ,MX,MY,MZ
-13592.0,7906.0,3521.0,-100.0,114.0,223.0,26338.0,21479.0,9556.0
188403.0,922165.0,1676938.0,1266749.0,1051096.0,695988.0,12122211.0,14690507.0,23848005.0
384526.0,2289282.0,2016395.0,193098.0,339851.0,162411.0,12022933.0,24811609.0,27993628.0
44154745635.0,946024600608.0,7.63986693536e+12,3.09808052494e+12,3.85057229541e+12,810946422383.0,8.27381977426e+13,2.39405574366e+14,1.34988240054e+15
-12908.0,9364.0,4607.0,1812.0,1983.0,1642.0,31735.0,27985.0,18189.0
